audit_id,question_id,stage,question,gold_answer,gold_supporting_facts,retrieved_evidence,covered_supporting_facts,automatic_three_class_label,automatic_stop_label,critic_stop_probability,critic_prediction,prediction_outcome,evidence_length_tokens,evidence_length_bucket,gold_supporting_fact_count,gold_supporting_fact_bucket,visible_supporting_fact_ratio_evaluation_only,human_sufficient_to_answer,human_label,human_notes,reviewer
[article_1411d35d0883f5a94127_b256_s0000-0001] TITLE: Pavel Alexandrov | SENTENCE_IDS: [0, 1] | TEXT: Pavel Sergeyevich Alexandrov (Russian: Па́вел Серге́евич Алекса́ндров ), sometimes romanized Paul Alexandroff or Aleksandrov (7 May 1896 – 16 November 1982), was a Soviet mathematician.  He wrote about three hundred papers, making important contributions to set theory and topology.

[article_243db07688856ef1b25d_b256_s0000-0002] TITLE: Leo Strauss | SENTENCE_IDS: [0, 1, 2] | TEXT: Leo Strauss ( ; ] ; September 20, 1899 – October 18, 1973) was a German-American political philosopher and classicist who specialized in classical political philosophy.  He was born in Germany to Jewish parents and later emigrated from Germany to the United States.  He spent most of his career as a professor of political science at the University of Chicago, where he taught several generations of students and published fifteen books.

[article_3bac9862a1b05a96b688_b256_s0000-0000] TITLE: Michel Foucault | SENTENCE_IDS: [0] | TEXT: Paul-Michel Foucault (15 October 1926 – 25 June 1984), generally known as Michel Foucault (] ), was a French philosopher, historian of ideas, social theorist, and literary critic.

[article_5326a41ab016346f2433_b256_s0000-0003] TITLE: Alan Watts | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Alan Wilson Watts (6 January 1915 – 16 November 1973) was a British philosopher, writer, and speaker, best known as an interpreter and populariser of Eastern philosophy for a Western audience.  Born in Chislehurst, England, he moved to the United States in 1938 and began Zen training in New York.  Pursuing a career, he attended Seabury-Western Theological Seminary, where he received a master's degree in theology.  Watts became an Episcopal priest in 1945, then left the ministry in 1950 and moved to California, where he joined the faculty of the American Academy of Asian Studies.",[],insufficient,0,0.022363761439919472,0,correct_continue,485,<=512,2,2,0.0,,,,
5,hotpot_001586,hybrid@10,What country does Washington Dulles International Airport and Baltimore–Washington metropolitan area have in common?,United States,"[{""title"": ""North Koolaupoko, Hawaii"", ""sentence_id"": 0}, {""title"": ""Kaneohe, Hawaii"", ""sentence_id"": 2}]","[article_256f848c30e714be12ca_b256_s0000-0002] TITLE: Detroit Metropolitan Airport | SENTENCE_IDS: [0, 1, 2] | TEXT: Detroit Metropolitan Wayne County Airport (IATA: DTW, ICAO: KDTW, FAA LID: DTW) , usually called Detroit Metro Airport, Metro Airport, or just DTW, is a major international airport in the United States covering 4,850 acre in Romulus, Michigan, a suburb of Detroit.  It is Michigan's busiest airport, and one of the largest airline hubs in the country.  The Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017–2021 categorized it as a large hub primary commercial service facility.

[article_002ec984c7900cb49223_b256_s0000-0001] TITLE: BWI Rail Station | SENTENCE_IDS: [0, 1] | TEXT: BWI Airport station is a train station located in an unincorporated area within Anne Arundel County, Maryland.  It is served by Amtrak intercity services (frequent ""Northeast Regional"" and ""Acela Express"" trains plus the daily ""Vermonter"" and ""Palmetto"") and MARC Penn Line regional rail service.

[article_cdc211f9dca3dc57af0e_b256_s0000-0002] TITLE: Purple Line (Maryland) | SENTENCE_IDS: [0, 1, 2] | TEXT: The Purple Line, previously designated the Bi-County Transitway, is a 16.2 mi light rail line under construction to link the Maryland suburbs of Bethesda, Silver Spring, College Park, and New Carrollton, all in the Washington metropolitan area.  The line would allow riders to move between the Red, Green, and Orange lines of the Washington Metro transportation system without needing to ride into central Washington, D.C. The project is administered by the Maryland Transit Administration (MTA).  On October 7, 2011, the proposed light rail line received Federal Transit Administration approval to enter the detailed engineering phase, which, according to ""The Washington Post"", is ""a significant step forward in its decades-long trek toward construction.""

[article_dd9f90918356fbeaa8c5_b256_s0000-0007] TITLE: McLean, Virginia | SENTENCE_IDS: [0, 1, 2, 3, 4, 5, 6, 7] | TEXT: McLean ( ) is a census-designated place (CDP) in Fairfax County in Northern Virginia.  McLean is home to many diplomats, businessmen, members of Congress, and high-ranking government officials partially due to its proximity to Washington, D.C. and the Central Intelligence Agency.  It is the location of Hickory Hill, the former home of Ethel Kennedy, the widow of Robert F. Kennedy.  It is also the location of Salona, the former home of Light-Horse Harry Lee, the Revolutionary War hero.  The community had an estimated total population of 53,673 in 2015, according to estimates prepared by the United States Census Bureau.  It is located between the Potomac River and the town of Vienna.  McLean is known for its luxury homes and its high-end shopping destinations: the Tysons Corner Center and the Tysons Galleria.  The two McLean zip codes - 22101 and 22102 - are among the most expensive ZIP Codes in Virginia and the United States.

[article_00ea983946ddc72f43eb_b256_s0000-0002] TITLE: Shenandoah Valley Regional Airport | SENTENCE_IDS: [0, 1, 2] | TEXT: Shenandoah Valley Regional Airport (IATA: SHD, ICAO: KSHD, FAA LID: SHD) is a public airport located 10 nautical miles (12 mi, 19 km) northeast of the central business district of Staunton, a city in Augusta County, Virginia, United States.  It is mostly used for general aviation, but is also served by one commercial airline.  Service is subsidized by the Essential Air Service program.

[article_802324fcf0c069bbff0f_b256_s0000-0001] TITLE: Northeast megalopolis | SENTENCE_IDS: [0, 1] | TEXT: The Northeast megalopolis (also Boston–Washington Corridor or Bos-Wash Corridor) is the most heavily urbanized region of the United States, running primarily northeast to southwest from the northern suburbs of Boston, Massachusetts, to the southern suburbs of Washington, D.C., in Northern Virginia.  It includes the major cities of Boston, Providence, Hartford, New York City, Philadelphia, Wilmington, Baltimore, and Washington, D.C., along with their metropolitan areas and suburbs as well as many smaller urban centers.

[article_84214ab522cfbc4cce55_b256_s0000-0003] TITLE: Boeing Field | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Boeing Field, officially King County International Airport (IATA: BFI, ICAO: KBFI, FAA LID: BFI) , is a public airport owned and operated by King County, five miles south of downtown Seattle, Washington.  The airport is sometimes referred to as KCIA, but this is not the airport identifier.  The airport has some passenger service, but is mostly used by general aviation and cargo.  It is named after the founder of Boeing, William E. Boeing.

[article_9e020b0347d6bada510d_b256_s0000-0004] TITLE: San Antonio International Airport | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: San Antonio International Airport (IATA: SAT, ICAO: KSAT, FAA LID: SAT) is an international airport located in San Antonio, Texas and serving the Greater San Antonio metropolitan area.  It is located in Uptown Central San Antonio, about 8 miles north of Downtown.  Its has three runways and covers 2,305 acres (933 ha).  Its elevation is 809 ft above sea level.  SAT is a Class C airport.

[article_9708116f55e2d957e35a_b256_s0000-0001] TITLE: Tysons Galleria | SENTENCE_IDS: [0, 1] | TEXT: Tysons Galleria is a three-level super-regional mall owned by General Growth Properties located at 2001 International Drive, McLean, Virginia, in Tysons Corner.  It is the second-largest mall in McLean/Tysons Corner, and one of the largest in the Washington metropolitan area.

[article_23d25b01600177e4505f_b256_s0000-0002] TITLE: Takoma Langley Crossroads Transit Center | SENTENCE_IDS: [0, 1, 2] | TEXT: The Takoma Langley Crossroads Transit Center is a bus transit center in Langley Park, Maryland.  It is at the intersection of University Boulevard and New Hampshire Avenue, and is the largest bus-only transfer in the Washington, D.C. metropolitan area.  It is a future transfer point for the Purple Line.

[article_8b8d77382745f131f8f8_b256_s0000-0001] TITLE: American Airlines Shuttle | SENTENCE_IDS: [0, 1] | TEXT: American Airlines Shuttle is the brand name for American Airlines' hourly air shuttle service operating in the Northeastern United States.  It serves Logan International Airport in Boston, LaGuardia Airport in New York City, and Ronald Reagan Washington National Airport in Washington, D.C.

[article_05f9b816e1204429f870_b256_s0000-0004] TITLE: Ministro Pistarini International Airport | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: Ministro Pistarini International Airport (Spanish: ""Aeropuerto Internacional Ministro Pistarini"" ) (IATA: EZE, ICAO: SAEZ) , known as Ezeiza International Airport owing to its location in the Ezeiza Partido in Greater Buenos Aires, is an international airport 22 km south-southwest of the Autonomous City of Buenos Aires, the capital city of Argentina.  It is the country's largest international airport by number of passengers handled—85% of international traffic—and is a hub for international flights of Aerolíneas Argentinas and LATAM Argentina.  Aerolineas Argentinas and its subsidiary Austral Lineas Aereas do operate limited domestic or ""cabotaje"" air service from Pistarini Airport as well.  Covering 3,475 hectares (13.42 sq mi; 8,590 acres), the airport serves Buenos Aires and its metropolitan area.  It has been operated by ""Aeropuertos Argentina 2000 S.A."" since 1998.

[article_67ea4cdef94c27eaa769_b256_s0000-0003] TITLE: McCarran International Airport | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: McCarran International Airport (IATA: LAS, ICAO: KLAS, FAA LID: LAS) is the primary commercial airport serving the Las Vegas Valley, a major metropolitan area in the U.S. state of Nevada.  It is located in Paradise, about 5 mi south of Downtown Las Vegas.  The airport is owned by Clark County and operated by the Clark County Department of Aviation.  It is named after the late U.S. Senator Pat McCarran, a member of the Democratic Party who contributed to the development of aviation both in Las Vegas and on a national scale.",[],insufficient,0,0.8281122446060181,1,false_stop,1857,1025-2048,2,2,0.0,,,,
6,hotpot_006947,rerank@20,"What movie was the actor born on May 4, 1946 involved in in 1972?",Five Summer Stories,"[{""title"": ""Five Summer Stories"", ""sentence_id"": 0}, {""title"": ""Eddie Aikau"", ""sentence_id"": 0}]","[article_5e92b0782b9309a85919_b256_s0000-0003] TITLE: Danny Glover | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Danny Lebern Glover (born July 22, 1946) is an American actor, film director, and political activist.  He is well known for his leading role as Roger Murtaugh in the ""Lethal Weapon"" film series, ""The Color Purple"" (1985), ""To Sleep with Anger"" (1990), ""Predator 2"" (1990), and ""Angels in the Outfield"" (1994).  He also has prominent supporting roles in ""Silverado"" (1985), ""Witness"" (1985), ""Saw"" (2004), ""Shooter"" (2007), ""2012"" (2009), ""Death at a Funeral"" (2010), ""Beyond the Lights"" (2014), and ""Dirty Grandpa"" (2016).  He has appeared in many other movies, television shows, and theatrical productions, and is an active supporter of various humanitarian and political causes.

[article_6a5dad700291d7b6833d_b256_s0000-0000] TITLE: Alfred Molina | SENTENCE_IDS: [0] | TEXT: Alfredo ""Alfred"" Molina (born 24 May 1953) is an English-American actor, known for his roles in ""Raiders of the Lost Ark"" (1981), ""Enchanted April"" (1992), ""Maverick"" (1994), ""Boogie Nights"" (1997), ""Chocolat"" (2000), ""Spider-Man 2"" (2004), ""The Da Vinci Code"" (2006), ""An Education"" (2009), """" (2010), ""The Sorcerer's Apprentice"" (2010), ""Rango"" (2011) and ""Whiskey Tango Foxtrot"" (2016).

[article_12529a0f9899dceac75f_b256_s0000-0002] TITLE: The 'Burbs | SENTENCE_IDS: [0, 1, 2] | TEXT: The 'Burbs is a 1989 American comedy thriller film directed by Joe Dante starring Tom Hanks, Bruce Dern, Carrie Fisher, Rick Ducommun, Corey Feldman, Wendy Schaal and Henry Gibson.  The film was written by Dana Olsen, who also has a cameo in the movie.  The film pokes fun at suburban environments and their eccentric dwellers.

[article_490a4db59b82b6c09c86_b256_s0000-0002] TITLE: Christopher Lee | SENTENCE_IDS: [0, 1, 2] | TEXT: Sir Christopher Frank Carandini Lee {'1': "", '2': "", '3': "", '4': ""} (27 May 1922 – 7 June 2015) was an English character actor, singer, and author.  With a career spanning nearly 70 years, Lee was well known for portraying villains and became best known for his role as Count Dracula in a sequence of Hammer Horror films.  His other film roles include Francisco Scaramanga in the James Bond film ""The Man with the Golden Gun"" (1974), Saruman in ""The Lord of the Rings"" film trilogy (2001–2003) and ""The Hobbit"" film trilogy (2012–2014), and Count Dooku in the second and third films of the ""Star Wars"" prequel trilogy (2002 & 2005).

[article_d978b2790b2cb56c8465_b256_s0000-0003] TITLE: Steve Buscemi | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Steven Vincent Buscemi ( ; born December 13, 1957) is an American actor and film director.  Buscemi has starred and supported in successful Hollywood and indie films, including ""Parting Glances"", ""New York Stories"", ""Mystery Train"", ""Reservoir Dogs"", ""Desperado"", ""Con Air"", ""Armageddon"", ""The Grey Zone"", ""Ghost World"", ""Big Fish"", and ""The Sopranos"".  He is also known for his appearances in many films by the Coen brothers: ""Miller's Crossing"", ""Barton Fink"", ""The Hudsucker Proxy"", ""Fargo"", and ""The Big Lebowski"".  Buscemi provides the voice of Randall Boggs in the ""Monsters, Inc."" franchise.

[article_f987c8119f19165d5e5d_b256_s0000-0002] TITLE: Emilio Estevez | SENTENCE_IDS: [0, 1, 2] | TEXT: Emilio Estevez ( ; born May 12, 1962) is an American actor, director, and writer.  He started his career as an actor and is well known for being a member of the acting Brat Pack of the 1980s, starring in ""The Breakfast Club"", ""St. Elmo's Fire"", and also acting in the 1983 hit movie ""The Outsiders"".  He is also known for ""Repo Man"", ""The Mighty Ducks"" and its sequels, ""Stakeout"", ""Maximum Overdrive"", ""Bobby"" (which he also wrote and directed), and his performances in Western films such as ""Young Guns"" and its sequel.

[article_824d181278c6390eaf1f_b256_s0000-0004] TITLE: Gary Cole | SENTENCE_IDS: [0, 1, 2, 3, 4] | TEXT: Gary Michael Cole (born September 20, 1956) is an American actor.  Cole began his professional acting career on stage at Chicago's Steppenwolf Theatre Company in 1985.  On television, he had starring roles in the series ""Midnight Caller"", ""American Gothic"", ""Crusade"", and ""Veep"".  In film, Cole appeared in ""The Brady Bunch Movie"", ""One Hour Photo"", ""Office Space"", """", and """".  Cole is also known for voicing the title character of ""Harvey Birdman, Attorney at Law"".

[article_135fb5d9845d70ebef55_b256_s0000-0002] TITLE: Harry Morgan | SENTENCE_IDS: [0, 1, 2] | TEXT: Harry Morgan (born Harry Bratsberg, April 10, 1915 – December 7, 2011) was an American actor and director whose television and film career spanned six decades.  Morgan's major roles included Pete Porter in both ""December Bride"" (1954–1959) and ""Pete and Gladys"" (1960–1962); Officer Bill Gannon on ""Dragnet"" (1967–1970); Amos Coogan on ""Hec Ramsey"" (1972–1974); and his starring role as Colonel Sherman T. Potter in ""M*A*S*H"" (1975–1983) and ""AfterMASH"" (1983–1984).  Morgan appeared in more than 100 films.

[article_8d56b8c58dcfb6f10bd7_b256_s0000-0003] TITLE: Eugene Levy | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Eugene Levy, CM (born December 17, 1946) is a Canadian actor, comedian, producer, director, musician and writer.  He is the only actor to have appeared in all eight of the ""American Pie"" films, in his role as Noah Levenstein.  He often plays nerdy, unconventional figures, with his humour often deriving from his excessive explanations of matters and the way in which he deals with sticky situations.  Levy is a regular collaborator of actor-director Christopher Guest, appearing in and co-writing four of his films, commencing with ""Waiting for Guffman"" (1997).

[article_93f3181ad62635d58f8b_b256_s0000-0005] TITLE: Marlon Brando | SENTENCE_IDS: [0, 1, 2, 3, 4, 5] | TEXT: Marlon Brando Jr. (April 3, 1924 – July 1, 2004) was an American actor, film director and political activist.  He is widely credited with bringing realism to film acting.  He helped to popularize the Stanislavski system of acting, studying with Stella Adler in the 1940s.  Brando is widely known for his Academy Award-winning performances as Terry Malloy in ""On the Waterfront"" (1954) and Vito Corleone in ""The Godfather"" (1972), as well as his performances in ""A Streetcar Named Desire"" (1951), ""Viva Zapata! "" (1952), ""Julius Caesar"" (1953), ""The Wild One"" (1953), ""Guys and Dolls"" (1955), ""Sayonara"" (1957), ""Last Tango in Paris"" (1972), and ""Apocalypse Now"" (1979).  Brando was also an activist for many causes, notably the Civil Rights Movement and various Native American movements.

[article_e01cadf9be32929660a0_b256_s0000-0003] TITLE: Eddie Izzard | SENTENCE_IDS: [0, 1, 2, 3] | TEXT: Edward John ""Eddie"" Izzard ( ; born 7 February 1962) is an English stand-up comedian, actor, writer and political activist.  His comedic style takes the form of rambling, whimsical monologue, and self-referential pantomime.  He had a starring role in the television series ""The Riches"" as Wayne Malloy and has appeared in films such as ""Ocean's Twelve"", ""Ocean's Thirteen"", ""Mystery Men"", ""Shadow of the Vampire"", ""The Cat's Meow"", ""Across the Universe"" and ""Valkyrie"".  He has also worked as a voice actor in ""The Wild"", ""Igor"", """", ""Cars 2"" and ""The LEGO Batman Movie"".

[article_33430e5e77fedfb434e9_b256_s0000-0000] TITLE: Richard Benjamin | SENTENCE_IDS: [0] | TEXT: Richard Samuel Benjamin (born May 22, 1938) is an American actor and film director.

[article_e1f9cd45abe508cc5be7_b256_s0000-0002] TITLE: Idris Elba | SENTENCE_IDS: [0, 1, 2] | TEXT: Idris Akuna Elba {'1': "", '2': "", '3': "", '4': ""} ( , born 6 September 1972) is an English actor, producer, musician, and DJ.  He is known for playing the narcotrafficker Stringer Bell in the HBO series ""The Wire"", DCI John Luther on the BBC One series ""Luther"", and Nelson Mandela in the biographical film """" (2013).  He has been nominated four times for a Golden Globe Award for Best Actor in a Miniseries or Television Film, winning one, and was nominated five times for a Primetime Emmy Award.

[article_6d166f72ce2dbb2e76bd_b256_s0000-0005] TITLE: The Cowboys (TV series) | SENTENCE_IDS: [0, 1, 2, 3, 4, 5] | TEXT: "" The Cowboys "" was a short-lived Western television series based on the 1972 motion picture of the same name starring John Wayne.  It aired on the American Broadcasting Company (ABC) television network from February 6 to May 8, 1974.  The television show starred Jim Davis, Diana Douglas, Moses Gunn, A Martinez, Robert Carradine, and Clay O'Brien.  David Dortort, best known for ""Bonanza"" and ""The High Chaparral"", produced the series.  The television show, like the movie, followed the exploits of seven boys who worked on a ranch in 1870s New Mexico.  ""The Cowboys"" began as an hour-long series, but ABC decided to reduce running time to a half-hour format.

